"","PlayerShort","Height","Weight","Position1","Club","Country","Rater1","Rater2","Rater","Skintone","Position","Games","Victories","Ties","Defeats","Goals","YellowCards","YellowReds","RedCards","RedCardsRate"
"1261","jonas-hofmann",176,67,"Right Midfielder","Borussia Dortmund","Germany",0,0,0,"very light","Mid",163,77,33,53,35,17,0,0,0
"1262","oliver-kirch",183,70,"Right Midfielder","Borussia Dortmund","Germany",0,0,0,"very light","Mid",222,85,52,85,12,17,0,0,0
"1263","jakub-blaszczykowski",175,71,"Right Midfielder","Borussia Dortmund","Germany",0,0,0,"very light","Mid",311,159,73,79,46,22,1,0,0
"1264","marc-stendera",171,64,"Attacking Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",37,16,6,15,11,9,0,0,0
"1265","sonny-kittel",178,65,"Attacking Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",53,23,9,21,12,6,0,0,0
"1266","alexander-meier",196,84,"Attacking Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",342,121,85,136,106,39,2,0,0
"1267","sebastian-rode",179,67,"Defensive Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",150,62,39,49,7,21,0,1,0.00666666666666667
"1268","pirmin-schwegler",178,68,"Defensive Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",260,113,57,90,8,50,1,1,0.00384615384615385
"1269","alexander-hien",183,72,"Defensive Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",58,25,7,26,2,2,0,0,0
"1270","martin-lanig",190,79,"Defensive Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",275,125,51,99,30,69,2,0,0
"1271","stefan-aigner",185,72,"Right Midfielder","Eintracht Frankfurt","Germany",0,0,0,"very light","Mid",226,85,56,85,48,37,1,1,0.00442477876106195
"1272","daniel-baier",174,73,"Attacking Midfielder","FC Augsburg","Germany",0,0,0,"very light","Mid",298,110,76,112,8,44,1,1,0.00335570469798658
"1273","andreas-ottl",185,77,"Defensive Midfielder","FC Augsburg","Germany",0,0,0,"very light","Mid",296,153,69,74,19,23,0,1,0.00337837837837838
"1274","kevin-vogt",194,80,"Defensive Midfielder","FC Augsburg","Germany",0,0,0,"very light","Mid",156,67,39,50,7,24,1,2,0.0128205128205128
"1275","tobias-werner",176,66,"Left Midfielder","FC Augsburg","Germany",0,0,0,"very light","Mid",257,97,61,99,43,51,0,0,0
"1276","milan-petrzela",175,65,"Right Midfielder","FC Augsburg","Germany",0,0,0,"very light","Mid",194,98,52,44,30,31,0,1,0.00515463917525773
"1277","lewis-holtby",176,72,"Attacking Midfielder","FC Schalke 04","Germany",0,0,0,"very light","Mid",253,125,52,76,54,25,0,0,0
"1278","julian-draxler",185,74,"Attacking Midfielder","FC Schalke 04","Germany",0,0,0,"very light","Mid",174,95,31,48,39,19,0,0,0
"1279","marco-hoeger",186,78,"Defensive Midfielder","FC Schalke 04","Germany",0,0,0,"very light","Mid",134,71,28,35,16,23,0,0,0
"1280","bastian-mueller",185,75,"Defensive Midfielder","Fortuna D_sseldorf","Germany",0,0,0,"very light","Mid",92,32,22,38,2,15,0,0,0
"1281","axel-bellinghausen",182,76,"Left Midfielder","Fortuna D_sseldorf","Germany",0,0,0,"very light","Mid",278,103,79,96,17,40,1,1,0.00359712230215827
"1282","robbie-kruse",179,70,"Right Midfielder","Fortuna D_sseldorf","Germany",0,0,0,"very light","Mid",167,72,44,51,30,25,0,0,0
"1283","per-skjelbred",175,74,"Attacking Midfielder","Hamburger SV","Germany",0,0,0,"very light","Mid",223,100,54,69,12,16,0,0,0
"1284","milan-badelj",186,76,"Center Midfielder","Hamburger SV","Germany",0,0,0,"very light","Mid",247,135,48,64,33,33,0,0,0
"1285","marcell-jansen",191,89,"Left Midfielder","Hamburger SV","Germany",0,0,0,"very light","Mid",327,145,76,106,30,32,0,0,0
"1286","maximilian-beister",180,81,"Right Midfielder","Hamburger SV","Germany",0,0,0,"very light","Mid",178,85,43,50,60,30,1,1,0.00561797752808989
"1287","sascha-schuenemann",179,72,"Center Midfielder","Hannover 96","Germany",0,0,0,"very light","Mid",116,55,21,40,5,14,1,4,0.0344827586206897
"1288","niko-giesselmann",181,73,"Left Midfielder","Hannover 96","Germany",0,0,0,"very light","Mid",153,75,30,48,22,19,0,1,0.0065359477124183
"1289","szabolcs-huszti",173,72,"Right Midfielder","Hannover 96","Germany",0,0,0,"very light","Mid",297,127,67,103,61,50,2,2,0.00673400673400673
"1290","andre-hoffmann_2",187,79,"Defensive Midfielder","MSV Duisburg","Germany",0,0,0,"very light","Mid",128,51,24,53,11,35,1,1,0.0078125
"1291","jan-rosenthal",186,76,"Attacking Midfielder","SC Freiburg","Germany",0,0,0,"very light","Mid",205,82,47,76,29,18,1,0,0
"1292","jonathan-schmid",179,77,"Right Midfielder","SC Freiburg","Germany",0,0,0,"very light","Mid",191,80,47,64,44,5,0,0,0
"1293","sebastian-tyrala",172,78,"Attacking Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",171,59,35,77,22,25,2,1,0.00584795321637427
"1294","edgar-prib",180,77,"Center Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",186,72,46,68,18,32,1,1,0.00537634408602151
"1295","stephan-fuerstner",178,71,"Defensive Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",241,92,72,77,14,36,1,1,0.004149377593361
"1296","thanos-petsos",184,80,"Defensive Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",154,67,37,50,18,26,0,1,0.00649350649350649
"1297","zoltan-stieber",175,67,"Left Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",142,48,37,57,27,12,0,0,0
"1298","robert-zillner",183,74,"Left Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",169,78,33,58,18,26,3,0,0
"1299","felix-klaus",179,79,"Right Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",147,64,32,51,29,20,0,0,0
"1300","bernd-nehrig",180,79,"Right Midfielder","SpVgg Greuther F_rth","Germany",0,0,0,"very light","Mid",256,112,58,86,53,59,2,1,0.00390625
"1301","william-kvist",184,78,"Center Midfielder","VfB Stuttgart","Germany",0,0,0,"very light","Mid",321,165,69,87,10,37,0,0,0
"1302","zdravko-kuzmanovic",186,71,"Defensive Midfielder","VfB Stuttgart","Germany",0,0,0,"very light","Mid",339,156,77,106,38,42,1,1,0.00294985250737463
"1303","christian-gentner",189,80,"Defensive Midfielder","VfB Stuttgart","Germany",0,0,0,"very light","Mid",377,170,84,123,53,28,0,0,0
"1304","thomas-kahlenberg",183,72,"Attacking Midfielder","VfL Wolfsburg","Germany",0,0,0,"very light","Mid",275,117,60,98,32,23,0,2,0.00727272727272727
"1305","maximilian-arnold",183,74,"Attacking Midfielder","VfL Wolfsburg","Germany",0,0,0,"very light","Mid",104,64,22,18,33,16,0,1,0.00961538461538462
"1306","jan-polak",181,77,"Defensive Midfielder","VfL Wolfsburg","Germany",0,0,0,"very light","Mid",324,160,76,88,21,46,3,1,0.00308641975308642
"1307","felix-kroos",184,70,"Attacking Midfielder","Werder Bremen","Germany",0,0,0,"very light","Mid",157,43,50,64,19,38,1,1,0.00636942675159236
"1308","kevin-de-bruyne",181,76,"Attacking Midfielder","Werder Bremen","Germany",0,0,0,"very light","Mid",188,86,40,62,33,13,2,0,0
"1309","cimo-roecker",186,77,"Right Midfielder","Werder Bremen","Germany",0,0,0,"very light","Mid",55,26,11,18,6,5,0,0,0
"1310","ander-herrera",182,73,"Attacking Midfielder","Athletic Bilbao","Spain",0,0,0,"very light","Mid",230,101,57,72,21,62,1,4,0.0173913043478261
"1311","inigo-perez",178,74,"Center Midfielder","Athletic Bilbao","Spain",0,0,0,"very light","Mid",84,37,16,31,2,17,0,0,0
"1312","tiago_3",183,71,"Attacking Midfielder","Atl©tico Madrid","Spain",0,0,0,"very light","Mid",390,230,85,75,36,92,0,2,0.00512820512820513
"1313","gabi",180,74,"Defensive Midfielder","Atl©tico Madrid","Spain",0,0,0,"very light","Mid",383,186,85,112,25,112,7,0,0
"1314","timor_2",185,77,"Center Midfielder","CA Osasuna","Spain",0,0,0,"very light","Mid",80,19,30,31,9,28,1,0,0
"1315","xavi",170,68,"Attacking Midfielder","FC Barcelona","Spain",0,0,0,"very light","Mid",816,527,167,122,96,59,2,0,0
"1316","gavilan",178,71,"Left Midfielder","Getafe CF","Spain",0,0,0,"very light","Mid",225,88,54,83,15,28,2,0,0
"1317","hassan-yebda",187,80,"Center Midfielder","Granada CF","Spain",0,0,0,"very light","Mid",168,70,36,62,8,35,1,0,0
"1318","lucena",186,81,"Defensive Midfielder","Granada CF","Spain",0,0,0,"very light","Mid",43,17,10,16,1,5,0,0,0
"1319","jaime_5",176,74,"Left Midfielder","Granada CF","Spain",0,0,0,"very light","Mid",123,29,26,68,7,19,2,1,0.00813008130081301
"1320","siqueira",184,76,"Left Midfielder","Granada CF","Spain",0,0,0,"very light","Mid",180,71,44,65,15,32,6,1,0.00555555555555556
"1321","manuel-iturra",174,65,"Defensive Midfielder","Mlaga CF","Spain",0,0,0,"very light","Mid",239,90,56,93,8,68,5,4,0.0167364016736402
"1322","camacho_9",182,75,"Defensive Midfielder","Mlaga CF","Spain",0,0,0,"very light","Mid",162,69,38,55,11,42,1,1,0.00617283950617284
"1323","piti",174,69,"Attacking Midfielder","Rayo Vallecano","Spain",0,0,0,"very light","Mid",210,81,47,82,53,46,0,0,0
"1324","franco-vazquez",187,81,"Attacking Midfielder","Rayo Vallecano","Spain",0,0,0,"very light","Mid",71,29,18,24,10,8,0,0,0
"1325","javi-marquez",178,73,"Center Midfielder","RCD Mallorca","Spain",0,0,0,"very light","Mid",112,45,26,41,8,36,2,0,0
"1326","luka-modric",174,65,"Attacking Midfielder","Real Madrid","Spain",0,0,0,"very light","Mid",352,189,80,83,34,41,0,0,0
"1327","kaka",186,78,"Attacking Midfielder","Real Madrid","Spain",0,0,0,"very light","Mid",496,317,102,77,161,44,2,0,0
"1328","alex_17",180,68,"Center Midfielder","Real Madrid Castilla","Spain",0,0,0,"very light","Mid",68,30,12,26,3,8,0,1,0.0147058823529412
"1329","ruben-pardo",182,68,"Center Midfielder","Real Sociedad","Spain",0,0,0,"very light","Mid",95,45,24,26,4,11,0,0,0
"1330","markel-bergara",181,78,"Defensive Midfielder","Real Sociedad","Spain",0,0,0,"very light","Mid",140,67,31,42,1,32,3,1,0.00714285714285714
"1331","zurutuza",186,78,"Defensive Midfielder","Real Sociedad","Spain",0,0,0,"very light","Mid",160,68,39,53,12,22,0,0,0
"1332","elustondo_2",184,79,"Defensive Midfielder","Real Sociedad","Spain",0,0,0,"very light","Mid",123,48,35,40,5,18,2,0,0
"1333","patrick-ebert",172,68,"Left Midfielder","Real Valladolid","Spain",0,0,0,"very light","Mid",247,91,62,94,30,54,2,0,0
"1334","kevin",178,70,"Attacking Midfielder","Real Zaragoza","Spain",0,0,0,"very light","Mid",8,0,2,6,0,2,0,0,0
"1335","stefan-babovic",180,72,"Attacking Midfielder","Real Zaragoza","Spain",0,0,0,"very light","Mid",144,82,20,42,19,24,3,1,0.00694444444444444
"1336","jesus-navas",172,64,"Right Midfielder","Sevilla FC","Spain",0,0,0,"very light","Mid",457,252,74,131,41,50,0,1,0.00218818380743982
"1337","canales_2",176,65,"Attacking Midfielder","Valencia CF","Spain",0,0,0,"very light","Mid",144,66,32,46,22,15,0,0,0
"1338","marko-marin",170,63,"Attacking Midfielder","Chelsea FC","England",0.25,0,0.125,"very light","Mid",276,119,70,87,33,28,0,0,0
"1339","michael-tonge",183,77,"Left Midfielder","Leeds United","England",0.25,0,0.125,"very light","Mid",389,165,89,135,29,51,0,0,0
"1340","alejandro-alonso",170,68,"Right Midfielder","AS Saint-_tienne","France",0.25,0,0.125,"very light","Mid",175,77,52,46,11,39,2,1,0.00571428571428571
"1341","yoann-gourcuff",185,79,"Attacking Midfielder","Olympique Lyon","France",0.25,0,0.125,"very light","Mid",341,178,73,90,51,31,0,2,0.00586510263929619
"1342","yunus-malli",179,70,"Attacking Midfielder","1. FSV Mainz 05","Germany",0.25,0,0.125,"very light","Mid",131,59,32,40,24,4,0,0,0
"1343","petr-jiracek",180,77,"Left Midfielder","Hamburger SV","Germany",0.25,0,0.125,"very light","Mid",187,85,44,58,18,24,0,1,0.0053475935828877
"1344","jacopo-sala",185,72,"Right Midfielder","Hamburger SV","Germany",0.25,0,0.125,"very light","Mid",46,16,9,21,4,6,0,0,0
"1345","vieirinha",173,73,"Right Midfielder","VfL Wolfsburg","Germany",0.25,0,0.125,"very light","Mid",222,104,57,61,32,27,2,1,0.0045045045045045
"1346","oezkan-yildirim",172,76,"Attacking Midfielder","Werder Bremen","Germany",0.25,0,0.125,"very light","Mid",59,26,14,19,12,4,0,1,0.0169491525423729
"1347","trashorras",179,71,"Attacking Midfielder","Rayo Vallecano","Spain",0.25,0,0.125,"very light","Mid",219,75,53,91,22,37,1,0,0
"1348","ever-banega",174,71,"Defensive Midfielder","Valencia CF","Spain",0.25,0,0.125,"very light","Mid",310,160,75,75,15,75,4,1,0.0032258064516129
"1349","andres-guardado",169,67,"Left Midfielder","Valencia CF","Spain",0.25,0,0.125,"very light","Mid",377,177,83,117,45,45,1,0,0
"1350","frank-lampard",183,77,"Center Midfielder","Chelsea FC","England",0,0.25,0.125,"very light","Mid",914,523,197,194,265,86,2,2,0.00218818380743982
"1351","stewart-downing",182,70,"Left Midfielder","Liverpool FC","England",0,0.25,0.125,"very light","Mid",481,188,121,172,44,12,0,0,0
"1352","jordan-henderson",182,67,"Right Midfielder","Liverpool FC","England",0,0.25,0.125,"very light","Mid",252,117,52,83,22,26,0,1,0.00396825396825397
"1353","gareth-barry",184,78,"Center Midfielder","Manchester City","England",0,0.25,0.125,"very light","Mid",679,314,170,195,65,105,2,2,0.00294550810014728
"1354","javi-garcia",186,82,"Defensive Midfielder","Manchester City","England",0,0.25,0.125,"very light","Mid",251,158,42,51,14,66,1,2,0.00796812749003984
"1355","dean-whitehead",183,80,"Attacking Midfielder","Stoke City","England",0,0.25,0.125,"very light","Mid",401,151,89,161,20,77,3,0,0
"1356","rory-delap",183,81,"Center Midfielder","Stoke City","England",0,0.25,0.125,"very light","Mid",494,171,133,190,26,57,2,4,0.00809716599190283
"1357","matthew-etherington",178,67,"Left Midfielder","Stoke City","England",0,0.25,0.125,"very light","Mid",414,163,100,151,35,29,1,1,0.00241545893719807
"1358","lee-cattermole",178,76,"Defensive Midfielder","Sunderland AFC","England",0,0.25,0.125,"very light","Mid",256,85,70,101,9,76,3,4,0.015625
"1359","craig-gardner",178,76,"Right Midfielder","Sunderland AFC","England",0,0.25,0.125,"very light","Mid",239,87,65,87,31,45,2,2,0.00836820083682008
"1360","clint-dempsey",185,77,"Attacking Midfielder","Tottenham Hotspur","England",0,0.25,0.125,"very light","Mid",397,169,94,134,117,32,0,0,0
"1361","dean-parrett",178,72,"Center Midfielder","Tottenham Hotspur","England",0,0.25,0.125,"very light","Mid",58,18,15,25,4,7,1,0,0
"1362","ryan-mason",175,71,"Attacking Midfielder","Tottenham Hotspur (R)","England",0,0.25,0.125,"very light","Mid",79,23,22,34,12,8,0,0,0
"1363","mark-noble",180,70,"Defensive Midfielder","West Ham United","England",0,0.25,0.125,"very light","Mid",318,129,71,118,37,61,3,0,0
"1364","david-jones",180,66,"Defensive Midfielder","Wigan Athletic","England",0,0.25,0.125,"very light","Mid",264,105,73,86,28,37,0,0,0
"1365","shaun-maloney",173,69,"Left Midfielder","Wigan Athletic","England",0,0.25,0.125,"very light","Mid",292,159,47,86,57,14,0,0,0
"1366","fabrice-ehret",184,73,"Left Midfielder","_vian Thonon Gaillard","France",0,0.25,0.125,"very light","Mid",305,102,82,121,14,35,2,4,0.0131147540983607
"1367","sebastien-roudet",180,67,"Attacking Midfielder","FC Sochaux","France",0,0.25,0.125,"very light","Mid",281,88,79,114,27,34,0,2,0.00711743772241993
"1368","gregory-sertic",181,69,"Left Midfielder","Girondins Bordeaux","France",0,0.25,0.125,"very light","Mid",138,63,40,35,5,15,1,0,0
"1369","romain-pitau",178,70,"Defensive Midfielder","Montpellier HSC","France",0,0.25,0.125,"very light","Mid",351,129,104,118,7,59,1,1,0.00284900284900285
"1370","marco-estrada",175,71,"Defensive Midfielder","Montpellier HSC","France",0,0.25,0.125,"very light","Mid",201,109,32,60,20,55,1,1,0.00497512437810945
"1371","maxime-gonalons",186,76,"Defensive Midfielder","Olympique Lyon","France",0,0.25,0.125,"very light","Mid",192,96,43,53,9,42,3,0,0
"1372","benoit-cheyrou",182,78,"Defensive Midfielder","Olympique Marseille","France",0,0.25,0.125,"very light","Mid",488,209,131,148,34,80,2,0,0
"1373","mathieu-bodmer",188,76,"Defensive Midfielder","Paris Saint-Germain","France",0,0.25,0.125,"very light","Mid",370,172,108,90,40,43,0,1,0.0027027027027027
"1374","etienne-didot",175,65,"Defensive Midfielder","Toulouse FC","France",0,0.25,0.125,"very light","Mid",347,133,94,120,14,44,3,0,0
"1375","jose-saez",170,63,"Defensive Midfielder","Valenciennes FC","France",0,0.25,0.125,"very light","Mid",182,68,50,64,9,23,3,1,0.00549450549450549
"1376","markus-feulner",181,82,"Attacking Midfielder","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","Mid",300,124,73,103,41,52,0,1,0.00333333333333333
"1377","mike-frantz",180,79,"Left Midfielder","1. FC N_rnberg","Germany",0,0.25,0.125,"very light","Mid",195,66,51,78,30,16,1,1,0.00512820512820513
"1378","thomas-mueller",186,74,"Attacking Midfielder","Bayern M_nchen","Germany",0,0.25,0.125,"very light","Mid",355,243,59,53,142,17,1,0,0
"1379","granit-xhaka",185,82,"Center Midfielder","Bor. M_nchengladbach","Germany",0,0.25,0.125,"very light","Mid",149,78,37,34,8,27,1,0,0
"1380","patrick-herrmann_2",179,69,"Left Midfielder","Bor. M_nchengladbach","Germany",0,0.25,0.125,"very light","Mid",206,94,46,66,41,22,0,0,0
"1381","ivan-perisic",187,80,"Attacking Midfielder","Borussia Dortmund","Germany",0,0.25,0.125,"very light","Mid",249,123,59,67,67,28,3,0,0
"1382","jan-moravek",180,75,"Attacking Midfielder","FC Augsburg","Germany",0,0.25,0.125,"very light","Mid",113,52,19,42,10,22,0,0,0
"1383","vasilis-pliatsikas",174,73,"Defensive Midfielder","FC Schalke 04","Germany",0,0.25,0.125,"very light","Mid",96,50,28,18,2,22,3,0,0
"1384","tranquillo-barnetta",178,68,"Left Midfielder","FC Schalke 04","Germany",0,0.25,0.125,"very light","Mid",380,168,94,118,40,44,2,0,0
"1385","oliver-fink",187,80,"Right Midfielder","Fortuna D_sseldorf","Germany",0,0.25,0.125,"very light","Mid",328,132,91,105,24,60,2,1,0.00304878048780488
"1386","rafael-van-der-vaart",176,74,"Attacking Midfielder","Hamburger SV","Germany",0,0.25,0.125,"very light","Mid",572,319,118,135,185,78,1,4,0.00699300699300699
"1387","christian-noergaard",186,75,"Attacking Midfielder","Hamburger SV","Germany",0,0.25,0.125,"very light","Mid",60,29,16,15,5,8,0,0,0
"1388","robert-tesche",182,78,"Defensive Midfielder","Hamburger SV","Germany",0,0.25,0.125,"very light","Mid",186,69,46,71,17,16,1,2,0.010752688172043
"1389","ivo-ilicevic",174,63,"Left Midfielder","Hamburger SV","Germany",0,0.25,0.125,"very light","Mid",246,99,55,92,43,25,1,2,0.00813008130081301
"1390","leon-andreasen",188,81,"Defensive Midfielder","Hannover 96","Germany",0,0.25,0.125,"very light","Mid",172,84,31,57,22,33,3,2,0.0116279069767442
"1391","anton-putsila",180,74,"Center Midfielder","SC Freiburg","Germany",0,0.25,0.125,"very light","Mid",139,39,36,64,11,24,0,0,0
"1392","julian-schuster",190,78,"Defensive Midfielder","SC Freiburg","Germany",0,0.25,0.125,"very light","Mid",238,105,52,81,20,41,0,0,0
"1393","milorad-pekovic",189,88,"Defensive Midfielder","SpVgg Greuther F_rth","Germany",0,0.25,0.125,"very light","Mid",377,143,106,128,17,135,6,2,0.00530503978779841
"1394","kevin-stoeger",175,70,"Attacking Midfielder","VfB Stuttgart","Germany",0,0.25,0.125,"very light","Mid",110,44,35,31,12,19,1,0,0
"1395","raphael-holzhauser",193,85,"Center Midfielder","VfB Stuttgart","Germany",0,0.25,0.125,"very light","Mid",158,65,39,54,30,18,0,1,0.00632911392405063
"1396","predrag-stevanovic",178,63,"Attacking Midfielder","Werder Bremen","Germany",0,0.25,0.125,"very light","Mid",69,21,20,28,12,3,0,0,0
"1397","zlatko-junuzovic",172,69,"Attacking Midfielder","Werder Bremen","Germany",0,0.25,0.125,"very light","Mid",361,131,90,140,48,53,1,0,0
"1398","aaron-hunt",183,73,"Attacking Midfielder","Werder Bremen","Germany",0,0.25,0.125,"very light","Mid",336,141,73,122,62,42,0,1,0.00297619047619048
"1399","tom-trybull",181,72,"Defensive Midfielder","Werder Bremen","Germany",0,0.25,0.125,"very light","Mid",110,42,30,38,3,18,2,0,0
"1400","igor-martinez",170,65,"Attacking Midfielder","Athletic Bilbao","Spain",0,0.25,0.125,"very light","Mid",77,23,20,34,6,5,0,0,0
"1401","iturraspe_2",187,75,"Defensive Midfielder","Athletic Bilbao","Spain",0,0.25,0.125,"very light","Mid",176,71,45,60,1,55,1,0,0
"1402","gurpegi",181,77,"Defensive Midfielder","Athletic Bilbao","Spain",0,0.25,0.125,"very light","Mid",311,117,82,112,20,92,4,0,0
"1403","raul-garcia",183,81,"Attacking Midfielder","Atl©tico Madrid","Spain",0,0.25,0.125,"very light","Mid",403,212,84,107,59,106,3,3,0.00744416873449132
"1404","dani-abalo",174,68,"Defensive Midfielder","Celta Vigo","Spain",0,0.25,0.125,"very light","Mid",169,68,50,51,18,22,1,0,0
